doi,pdf,status,reason,n_chunks
10.1007/978-3-642-41080-2_21,10.1007_978-3-642-41080-2_21.pdf,included,"grobid: 1 sections, 1 captions",6
10.1007/978-3-642-54696-9_16,10.1007_978-3-642-54696-9_16.pdf,included,"grobid: 2 sections, 0 captions",7
10.1007/978-3-642-54696-9_29,10.1007_978-3-642-54696-9_29.pdf,included,"grobid: 2 sections, 0 captions",7
10.1007/978-3-658-02462-8,10.1007_978-3-658-02462-8.pdf,included,"grobid: 2 sections, 2 captions",13
10.1007/978-981-96-3912-0_8,10.1007_978-981-96-3912-0_8.pdf,included,"grobid: 3 sections, 0 captions",9
10.1007/s00101-016-0154-7,10.1007_s00101-016-0154-7.pdf,included,"grobid: 0 sections, 3 captions",4
10.1007/s00204-020-02743-0,10.1007_s00204-020-02743-0.pdf,included,"grobid: 14 sections, 6 captions",61
10.1007/s00227-016-2922-y,10.1007_s00227-016-2922-y.pdf,included,"grobid: 11 sections, 8 captions",59
10.1007/s00227-017-3081-5,10.1007_s00227-017-3081-5.pdf,included,"grobid: 12 sections, 11 captions",68
10.1007/s00227-019-3523-3,10.1007_s00227-019-3523-3.pdf,included,"grobid: 16 sections, 8 captions",68
10.1007/s00227-020-3655-5,10.1007_s00227-020-3655-5.pdf,included,"grobid: 0 sections, 2 captions",2
10.1007/s00227-021-03954-4,10.1007_s00227-021-03954-4.pdf,included,"grobid: 8 sections, 3 captions",56
10.1007/s00227-023-04240-1,10.1007_s00227-023-04240-1.pdf,included,"grobid: 10 sections, 6 captions",53
10.1007/s00227-024-04542-y,10.1007_s00227-024-04542-y.pdf,included,"grobid: 12 sections, 7 captions",54
10.1007/s00367-015-0404-8,10.1007_s00367-015-0404-8.pdf,included,"grobid: 70 sections, 61 captions",292
10.1007/s10113-008-0045-9,10.1007_s10113-008-0045-9.pdf,included,"grobid: 105 sections, 83 captions",387
10.1007/s10152-008-0115-x,10.1007_s10152-008-0115-x.pdf,included,"grobid: 9 sections, 9 captions",61
10.1007/s10236-009-0204-7,10.1007_s10236-009-0204-7.pdf,included,"grobid: 10 sections, 6 captions",39
10.1007/s10236-017-1109-5,10.1007_s10236-017-1109-5.pdf,included,"grobid: 17 sections, 18 captions",83
10.1007/s10236-025-01670-x,10.1007_s10236-025-01670-x.pdf,included,"grobid: 14 sections, 7 captions",76
10.1007/s10236-025-01730-2,10.1007_s10236-025-01730-2.pdf,included,"grobid: 44 sections, 20 captions",102
10.1007/s10273-020-2740-1,10.1007_s10273-020-2740-1.pdf,included,"grobid: 7 sections, 4 captions",21
10.1007/s10287-026-00566-5,10.1007_s10287-026-00566-5.pdf,included,"grobid: 17 sections, 10 captions",63
10.1007/s10336-016-1402-y,10.1007_s10336-016-1402-y.pdf,included,"grobid: 6 sections, 22 captions",89
10.1007/s10336-025-02263-7,10.1007_s10336-025-02263-7.pdf,included,"grobid: 138 sections, 13 captions",180
10.1007/s10344-020-01378-x,10.1007_s10344-020-01378-x.pdf,included,"grobid: 1 sections, 3 captions",6
10.1007/s10499-016-9987-y,10.1007_s10499-016-9987-y.pdf,included,"grobid: 18 sections, 4 captions",66
10.1007/s10531-023-02759-9,10.1007_s10531-023-02759-9.pdf,included,"grobid: 13 sections, 9 captions",60
10.1007/s10546-015-0008-x,10.1007_s10546-015-0008-x.pdf,included,"grobid: 12 sections, 11 captions",70
10.1007/s10546-023-00850-w,10.1007_s10546-023-00850-w.pdf,included,"grobid: 18 sections, 23 captions",93
10.1007/s10661-023-11590-2,10.1007_s10661-023-11590-2.pdf,included,"grobid: 11 sections, 7 captions",55
10.1007/s10750-014-1997-z,10.1007_s10750-014-1997-z.pdf,included,"grobid: 9 sections, 8 captions",52
10.1007/s10750-018-3653-5,10.1007_s10750-018-3653-5.pdf,included,"grobid: 19 sections, 12 captions",75
10.1007/s10750-021-04553-6,10.1007_s10750-021-04553-6.pdf,included,"grobid: 12 sections, 10 captions",70
10.1007/s10791-025-09511-7,10.1007_s10791-025-09511-7.pdf,included,"grobid: 12 sections, 12 captions",55
10.1007/s10950-020-09910-x,10.1007_s10950-020-09910-x.pdf,included,"grobid: 13 sections, 12 captions",74
10.1007/s10997-025-09770-y,10.1007_s10997-025-09770-y.pdf,included,"grobid: 157 sections, 13 captions",424
10.1007/s11367-025-02504-0,10.1007_s11367-025-02504-0.pdf,included,"grobid: 20 sections, 5 captions",88
10.1007/s11367-025-02538-4,10.1007_s11367-025-02538-4.pdf,included,"grobid: 13 sections, 6 captions",54
10.1007/s12526-025-01567-4,10.1007_s12526-025-01567-4.pdf,included,"grobid: 13 sections, 6 captions",55
10.1007/s12665-019-8196-1,10.1007_s12665-019-8196-1.pdf,included,"grobid: 12 sections, 9 captions",74
10.1007/s13272-021-00495-w,10.1007_s13272-021-00495-w.pdf,included,"grobid: 15 sections, 13 captions",78
10.1007/s13272-025-00857-8,10.1007_s13272-025-00857-8.pdf,included,"grobid: 31 sections, 9 captions",127
10.1007/s13280-025-02299-2,10.1007_s13280-025-02299-2.pdf,included,"grobid: 67 sections, 2 captions",80
10.1007/s13762-022-04577-y,10.1007_s13762-022-04577-y.pdf,included,"grobid: 3 sections, 1 captions",4
10.1007/s40152-025-00427-y,10.1007_s40152-025-00427-y.pdf,included,"grobid: 10 sections, 3 captions",77
10.1007/s40152-026-00490-z,10.1007_s40152-026-00490-z.pdf,included,"grobid: 30 sections, 12 captions",115
10.1007/s40722-021-00191-1,10.1007_s40722-021-00191-1.pdf,included,"grobid: 17 sections, 13 captions",58
10.1007/s40722-022-00231-4,10.1007_s40722-022-00231-4.pdf,included,"grobid: 13 sections, 11 captions",76
10.1007/s40722-023-00295-w,10.1007_s40722-023-00295-w.pdf,included,"grobid: 18 sections, 33 captions",121
10.1007/s40722-025-00464-z,10.1007_s40722-025-00464-z.pdf,included,"grobid: 20 sections, 23 captions",85
10.1007/s42417-022-00632-7,10.1007_s42417-022-00632-7.pdf,included,"grobid: 42 sections, 33 captions",319
10.1016/j.apenergy.2017.08.182,10.1016_j.apenergy.2017.08.182.pdf,included,"grobid: 16 sections, 13 captions",64
10.1016/j.apenergy.2019.113725,10.1016_j.apenergy.2019.113725.pdf,included,"grobid: 9 sections, 16 captions",111
10.1016/j.apenergy.2022.119284,10.1016_j.apenergy.2022.119284.pdf,included,"grobid: 24 sections, 24 captions",120
10.1016/j.apenergy.2024.124437,10.1016_j.apenergy.2024.124437.pdf,included,"grobid: 14 sections, 11 captions",64
10.1016/j.apenergy.2025.126529,10.1016_j.apenergy.2025.126529.pdf,included,"grobid: 38 sections, 32 captions",116
10.1016/j.apor.2019.101947,10.1016_j.apor.2019.101947.pdf,included,"grobid: 28 sections, 22 captions",80
10.1016/j.apor.2020.102181,10.1016_j.apor.2020.102181.pdf,included,"grobid: 25 sections, 31 captions",84
10.1016/j.apor.2023.103572,10.1016_j.apor.2023.103572.pdf,included,"grobid: 23 sections, 7 captions",97
10.1016/j.apor.2024.104398,10.1016_j.apor.2024.104398.pdf,included,"grobid: 10 sections, 26 captions",73
10.1016/j.aquaeng.2010.02.001,10.1016_j.aquaeng.2010.02.001.pdf,included,"grobid: 18 sections, 10 captions",61
10.1016/j.atmosres.2018.07.012,10.1016_j.atmosres.2018.07.012.pdf,included,"grobid: 37 sections, 10 captions",84
10.1016/j.biocon.2024.110604,10.1016_j.biocon.2024.110604.pdf,included,"grobid: 18 sections, 4 captions",57
10.1016/j.coastaleng.2020.103832,10.1016_j.coastaleng.2020.103832.pdf,included,"grobid: 12 sections, 19 captions",98
10.1016/j.dib.2022.108790,10.1016_j.dib.2022.108790.pdf,included,"grobid: 7 sections, 4 captions",26
10.1016/j.ecoinf.2024.102981,10.1016_j.ecoinf.2024.102981.pdf,included,"grobid: 18 sections, 3 captions",66
10.1016/j.ecoleng.2024.107189,10.1016_j.ecoleng.2024.107189.pdf,included,"grobid: 10 sections, 5 captions",40
10.1016/j.ecoleng.2025.107532,10.1016_j.ecoleng.2025.107532.pdf,included,"grobid: 10 sections, 4 captions",46
10.1016/j.ecolind.2016.07.037,10.1016_j.ecolind.2016.07.037.pdf,included,"grobid: 31 sections, 8 captions",90
10.1016/j.ecolind.2018.07.014,10.1016_j.ecolind.2018.07.014.pdf,included,"grobid: 19 sections, 9 captions",67
10.1016/j.ecolind.2020.106381,10.1016_j.ecolind.2020.106381.pdf,included,"grobid: 23 sections, 15 captions",75
10.1016/j.ecolind.2020.107010,10.1016_j.ecolind.2020.107010.pdf,included,"grobid: 22 sections, 8 captions",62
10.1016/j.ecolind.2021.107849,10.1016_j.ecolind.2021.107849.pdf,included,"grobid: 16 sections, 8 captions",57
10.1016/j.ecolmodel.2025.111278,10.1016_j.ecolmodel.2025.111278.pdf,included,"grobid: 14 sections, 6 captions",66
10.1016/j.ecoser.2023.101550,10.1016_j.ecoser.2023.101550.pdf,included,"grobid: 16 sections, 18 captions",82
10.1016/j.ecss.2013.03.012,10.1016_j.ecss.2013.03.012.pdf,included,"grobid: 12 sections, 6 captions",55
10.1016/j.ecss.2015.09.012,10.1016_j.ecss.2015.09.012.pdf,included,"grobid: 22 sections, 5 captions",92
10.1016/j.ecss.2020.106690,10.1016_j.ecss.2020.106690.pdf,included,"grobid: 17 sections, 9 captions",49
10.1016/j.ecss.2025.109353,10.1016_j.ecss.2025.109353.pdf,included,"grobid: 18 sections, 5 captions",115
10.1016/j.egypro.2015.11.409,10.1016_j.egypro.2015.11.409.pdf,included,"grobid: 17 sections, 17 captions",47
10.1016/j.egypro.2018.12.065,10.1016_j.egypro.2018.12.065.pdf,included,"grobid: 4 sections, 3 captions",21
10.1016/j.eiar.2023.107153,10.1016_j.eiar.2023.107153.pdf,included,"grobid: 22 sections, 4 captions",71
10.1016/j.enconman.2022.115742,10.1016_j.enconman.2022.115742.pdf,included,"grobid: 1 sections, 3 captions",5
10.1016/j.energy.2015.10.009,10.1016_j.energy.2015.10.009.pdf,included,"grobid: 10 sections, 15 captions",55
10.1016/j.energy.2015.12.049,10.1016_j.energy.2015.12.049.pdf,included,"grobid: 11 sections, 9 captions",39
10.1016/j.energy.2016.08.068,10.1016_j.energy.2016.08.068.pdf,included,"grobid: 23 sections, 27 captions",98
10.1016/j.engstruct.2019.109903,10.1016_j.engstruct.2019.109903.pdf,included,"grobid: 16 sections, 18 captions",98
10.1016/j.enpol.2016.11.024,10.1016_j.enpol.2016.11.024.pdf,included,"grobid: 25 sections, 9 captions",98
10.1016/j.enpol.2022.112907,10.1016_j.enpol.2022.112907.pdf,included,"grobid: 17 sections, 20 captions",81
10.1016/j.envpol.2022.119853,10.1016_j.envpol.2022.119853.pdf,included,"grobid: 29 sections, 9 captions",76
10.1016/j.envpol.2024.123570,10.1016_j.envpol.2024.123570.pdf,included,"grobid: 28 sections, 7 captions",83
10.1016/j.envpol.2025.127569,10.1016_j.envpol.2025.127569.pdf,included,"grobid: 17 sections, 10 captions",80
10.1016/j.envsci.2026.104335,10.1016_j.envsci.2026.104335.pdf,included,"grobid: 8 sections, 6 captions",72
10.1016/j.erss.2024.103889,10.1016_j.erss.2024.103889.pdf,included,"grobid: 16 sections, 3 captions",109
10.1016/j.esr.2023.101110,10.1016_j.esr.2023.101110.pdf,included,"grobid: 13 sections, 18 captions",78
10.1016/j.fishres.2024.106937,10.1016_j.fishres.2024.106937.pdf,included,"grobid: 6 sections, 1 captions",23
10.1016/j.jclepro.2024.143271,10.1016_j.jclepro.2024.143271.pdf,included,"grobid: 27 sections, 7 captions",84
10.1016/j.jenvman.2023.117857,10.1016_j.jenvman.2023.117857.pdf,included,"grobid: 27 sections, 6 captions",82
10.1016/j.jenvman.2023.118131,10.1016_j.jenvman.2023.118131.pdf,included,"grobid: 15 sections, 11 captions",69
10.1016/j.jenvman.2023.119022,10.1016_j.jenvman.2023.119022.pdf,included,"grobid: 19 sections, 9 captions",68
10.1016/j.jenvman.2025.126922,10.1016_j.jenvman.2025.126922.pdf,included,"grobid: 18 sections, 7 captions",78
10.1016/j.jmarsys.2020.103434,10.1016_j.jmarsys.2020.103434.pdf,included,"grobid: 11 sections, 17 captions",64
10.1016/j.joes.2023.02.001,10.1016_j.joes.2023.02.001.pdf,included,"grobid: 30 sections, 58 captions",166
10.1016/j.jrmge.2018.06.004,10.1016_j.jrmge.2018.06.004.pdf,included,"grobid: 9 sections, 19 captions",70
10.1016/j.jweia.2004.05.005,10.1016_j.jweia.2004.05.005.pdf,included,"grobid: 23 sections, 17 captions",87
10.1016/j.landusepol.2009.04.004,10.1016_j.landusepol.2009.04.004.pdf,included,"grobid: 15 sections, 3 captions",66
10.1016/j.marenvres.2013.05.013,10.1016_j.marenvres.2013.05.013.pdf,included,"grobid: 8 sections, 7 captions",52
10.1016/j.marenvres.2017.01.009,10.1016_j.marenvres.2017.01.009.pdf,included,"grobid: 9 sections, 9 captions",62
10.1016/j.marenvres.2023.106061,10.1016_j.marenvres.2023.106061.pdf,included,"grobid: 14 sections, 10 captions",57
10.1016/j.marenvres.2025.106959,10.1016_j.marenvres.2025.106959.pdf,included,"grobid: 12 sections, 8 captions",70
10.1016/j.marpol.2009.12.004,10.1016_j.marpol.2009.12.004.pdf,included,"grobid: 9 sections, 3 captions",22
10.1016/j.marpol.2014.08.015,10.1016_j.marpol.2014.08.015.pdf,included,"grobid: 20 sections, 3 captions",62
10.1016/j.marpol.2015.01.012,10.1016_j.marpol.2015.01.012.pdf,included,"grobid: 18 sections, 8 captions",66
10.1016/j.marpol.2017.01.013,10.1016_j.marpol.2017.01.013.pdf,included,"grobid: 10 sections, 4 captions",40
10.1016/j.marpol.2017.08.007,10.1016_j.marpol.2017.08.007.pdf,included,"grobid: 23 sections, 6 captions",52
10.1016/j.marpol.2020.103860,10.1016_j.marpol.2020.103860.pdf,included,"grobid: 14 sections, 3 captions",64
10.1016/j.marpol.2023.105574,10.1016_j.marpol.2023.105574.pdf,included,"grobid: 21 sections, 7 captions",84
10.1016/j.marpol.2023.105941,10.1016_j.marpol.2023.105941.pdf,included,"grobid: 18 sections, 7 captions",57
10.1016/j.marpolbul.2013.07.027,10.1016_j.marpolbul.2013.07.027.pdf,included,"grobid: 6 sections, 12 captions",49
10.1016/j.marpolbul.2021.112695,10.1016_j.marpolbul.2021.112695.pdf,included,"grobid: 17 sections, 6 captions",68
10.1016/j.marpolbul.2022.114178,10.1016_j.marpolbul.2022.114178.pdf,included,"grobid: 13 sections, 21 captions",88
10.1016/j.marpolbul.2024.116042,10.1016_j.marpolbul.2024.116042.pdf,included,"grobid: 19 sections, 10 captions",93
10.1016/j.marpolbul.2025.117915,10.1016_j.marpolbul.2025.117915.pdf,included,"grobid: 21 sections, 4 captions",120
10.1016/j.oceaneng.2020.107105,10.1016_j.oceaneng.2020.107105.pdf,included,"grobid: 28 sections, 14 captions",94
10.1016/j.oceaneng.2023.114872,10.1016_j.oceaneng.2023.114872.pdf,included,"grobid: 17 sections, 14 captions",65
10.1016/j.oceaneng.2024.117202,10.1016_j.oceaneng.2024.117202.pdf,included,"grobid: 16 sections, 27 captions",118
10.1016/j.oceaneng.2024.118914,10.1016_j.oceaneng.2024.118914.pdf,included,"grobid: 23 sections, 32 captions",111
10.1016/j.ocecoaman.2023.106513,10.1016_j.ocecoaman.2023.106513.pdf,included,"grobid: 14 sections, 7 captions",70
10.1016/j.ocecoaman.2025.107671,10.1016_j.ocecoaman.2025.107671.pdf,included,"grobid: 12 sections, 5 captions",54
10.1016/j.quascirev.2017.07.006,10.1016_j.quascirev.2017.07.006.pdf,included,"grobid: 17 sections, 9 captions",93
10.1016/j.renene.2012.12.007,10.1016_j.renene.2012.12.007.pdf,included,"grobid: 15 sections, 15 captions",70
10.1016/j.renene.2016.01.043,10.1016_j.renene.2016.01.043.pdf,included,"grobid: 14 sections, 10 captions",58
10.1016/j.renene.2020.05.188,10.1016_j.renene.2020.05.188.pdf,included,"grobid: 6 sections, 7 captions",57
10.1016/j.renene.2021.06.115,10.1016_j.renene.2021.06.115.pdf,included,"grobid: 15 sections, 14 captions",62
10.1016/j.renene.2022.12.050,10.1016_j.renene.2022.12.050.pdf,included,"grobid: 19 sections, 15 captions",67
10.1016/j.renene.2024.120217,10.1016_j.renene.2024.120217.pdf,included,"grobid: 19 sections, 16 captions",72
10.1016/j.renene.2024.120238,10.1016_j.renene.2024.120238.pdf,included,"grobid: 10 sections, 21 captions",64
10.1016/j.renene.2024.120970,10.1016_j.renene.2024.120970.pdf,included,"grobid: 18 sections, 22 captions",128
10.1016/j.resconrec.2023.107283,10.1016_j.resconrec.2023.107283.pdf,included,"grobid: 11 sections, 6 captions",52
10.1016/j.rser.2016.11.248,10.1016_j.rser.2016.11.248.pdf,included,"grobid: 20 sections, 4 captions",68
10.1016/j.rser.2019.03.055,10.1016_j.rser.2019.03.055.pdf,included,"grobid: 29 sections, 6 captions",92
10.1016/j.rser.2021.110857,10.1016_j.rser.2021.110857.pdf,included,"grobid: 36 sections, 11 captions",123
10.1016/j.rser.2023.113254,10.1016_j.rser.2023.113254.pdf,included,"grobid: 14 sections, 20 captions",118
10.1016/j.rser.2024.114386,10.1016_j.rser.2024.114386.pdf,included,"grobid: 23 sections, 7 captions",112
10.1016/j.rsma.2023.103100,10.1016_j.rsma.2023.103100.pdf,included,"grobid: 21 sections, 11 captions",83
10.1016/j.rsma.2025.104218,10.1016_j.rsma.2025.104218.pdf,included,"grobid: 22 sections, 5 captions",66
10.1016/j.rsma.2025.104591,10.1016_j.rsma.2025.104591.pdf,included,"grobid: 11 sections, 4 captions",42
10.1016/j.scitotenv.2020.138256,10.1016_j.scitotenv.2020.138256.pdf,included,"grobid: 27 sections, 5 captions",78
10.1016/j.scitotenv.2021.146847,10.1016_j.scitotenv.2021.146847.pdf,included,"grobid: 40 sections, 3 captions",105
10.1016/j.scitotenv.2022.159285,10.1016_j.scitotenv.2022.159285.pdf,included,"grobid: 21 sections, 6 captions",77
10.1016/j.scitotenv.2022.159324,10.1016_j.scitotenv.2022.159324.pdf,included,"grobid: 20 sections, 10 captions",72
10.1016/j.scitotenv.2025.178814,10.1016_j.scitotenv.2025.178814.pdf,included,"grobid: 26 sections, 13 captions",74
10.1016/j.seares.2009.01.008,10.1016_j.seares.2009.01.008.pdf,included,"grobid: 18 sections, 19 captions",96
10.1016/j.seares.2017.04.009,10.1016_j.seares.2017.04.009.pdf,included,"grobid: 22 sections, 19 captions",93
10.1016/j.seares.2024.102498,10.1016_j.seares.2024.102498.pdf,included,"grobid: 14 sections, 9 captions",64
10.1016/j.seares.2024.102502,10.1016_j.seares.2024.102502.pdf,included,"grobid: 16 sections, 9 captions",57
10.1016/j.seares.2024.102522,10.1016_j.seares.2024.102522.pdf,included,"grobid: 27 sections, 6 captions",69
10.1016/j.seares.2024.102557,10.1016_j.seares.2024.102557.pdf,included,"grobid: 16 sections, 11 captions",64
10.1016/j.segan.2025.101816,10.1016_j.segan.2025.101816.pdf,included,"grobid: 8 sections, 11 captions",42
10.1016/j.seta.2016.02.001,10.1016_j.seta.2016.02.001.pdf,included,"grobid: 18 sections, 11 captions",75
10.1016/j.seta.2024.103776,10.1016_j.seta.2024.103776.pdf,included,"grobid: 17 sections, 11 captions",56
10.1017/s0959270925000097,10.1017_s0959270925000097.pdf,included,"grobid: 14 sections, 9 captions",44
10.1021/acs.est.0c00070,10.1021_acs.est.0c00070.pdf,included,"grobid: 5 sections, 3 captions",81
10.1021/acs.est.2c07797,10.1021_acs.est.2c07797.pdf,included,"grobid: 11 sections, 7 captions",51
10.1021/acs.est.4c03861,10.1021_acs.est.4c03861.pdf,included,"grobid: 11 sections, 6 captions",48
10.1029/2021gc010289,10.1029_2021gc010289.pdf,included,"grobid: 12 sections, 9 captions",71
10.1029/2023jf007153,10.1029_2023jf007153.pdf,included,"grobid: 15 sections, 10 captions",67
10.1038/nclimate3338,10.1038_nclimate3338.pdf,included,"grobid: 11 sections, 0 captions",49
10.1038/s41597-025-04920-1,10.1038_s41597-025-04920-1.pdf,included,"grobid: 8 sections, 4 captions",45
10.1038/s41598-018-32912-2,10.1038_s41598-018-32912-2.pdf,included,"grobid: 10 sections, 8 captions",64
10.1038/s41598-021-89537-1,10.1038_s41598-021-89537-1.pdf,included,"grobid: 8 sections, 8 captions",86
10.1038/s41598-021-91283-3,10.1038_s41598-021-91283-3.pdf,included,"grobid: 9 sections, 11 captions",56
10.1038/s41598-023-31601-z,10.1038_s41598-023-31601-z.pdf,included,"grobid: 11 sections, 5 captions",47
10.1038/s41598-023-45829-2,10.1038_s41598-023-45829-2.pdf,included,"grobid: 12 sections, 11 captions",66
10.1038/s41598-024-56731-w,10.1038_s41598-024-56731-w.pdf,included,"grobid: 8 sections, 10 captions",52
10.1038/s41598-025-01541-x,10.1038_s41598-025-01541-x.pdf,included,"grobid: 8 sections, 2 captions",42
10.1038/s41598-025-15279-z,10.1038_s41598-025-15279-z.pdf,included,"grobid: 20 sections, 7 captions",77
10.1038/s41598-025-24296-x,10.1038_s41598-025-24296-x.pdf,included,"grobid: 32 sections, 6 captions",70
10.1038/s41598-025-91525-8,10.1038_s41598-025-91525-8.pdf,included,"grobid: 15 sections, 16 captions",64
10.1038/s42003-023-04728-y,10.1038_s42003-023-04728-y.pdf,included,"grobid: 4 sections, 6 captions",55
10.1038/s43247-022-00403-y,10.1038_s43247-022-00403-y.pdf,included,"grobid: 5 sections, 3 captions",29
10.1038/s43247-022-00625-0,10.1038_s43247-022-00625-0.pdf,included,"grobid: 4 sections, 4 captions",44
10.1038/s43247-023-01116-6,10.1038_s43247-023-01116-6.pdf,included,"grobid: 4 sections, 9 captions",69
10.1038/s43247-025-02253-w,10.1038_s43247-025-02253-w.pdf,included,"grobid: 16 sections, 9 captions",97
10.1038/s43247-025-02346-6,10.1038_s43247-025-02346-6.pdf,included,"grobid: 6 sections, 10 captions",77
10.1038/s43247-026-03186-8,10.1038_s43247-026-03186-8.pdf,included,"grobid: 12 sections, 14 captions",76
10.1038/s43247-026-03390-6,10.1038_s43247-026-03390-6.pdf,included,"grobid: 12 sections, 22 captions",74
10.1038/s44183-022-00003-5,10.1038_s44183-022-00003-5.pdf,included,"grobid: 7 sections, 3 captions",32
10.1038/s44183-025-00121-w,10.1038_s44183-025-00121-w.pdf,included,"grobid: 10 sections, 12 captions",78
10.1039/d1se00105a,10.1039_d1se00105a.pdf,included,"grobid: 19 sections, 13 captions",79
10.1049/icp.2022.1675,10.1049_icp.2022.1675.pdf,included,"grobid: 8 sections, 6 captions",28
10.1049/icp.2023.1579,10.1049_icp.2023.1579.pdf,included,"grobid: 9 sections, 15 captions",52
10.1049/iet-rpg.2016.0955,10.1049_iet-rpg.2016.0955.pdf,included,"grobid: 18 sections, 10 captions",56
10.1051/alr_2023001,10.1051_alr_2023001.pdf,included,"grobid: 19 sections, 7 captions",77
10.1051/alr_2025010,10.1051_alr_2025010.pdf,included,"grobid: 18 sections, 12 captions",72
10.1051/e3scconf_20185101004,10.1051_e3scconf_20185101004.pdf,included,"grobid: 5 sections, 12 captions",30
10.1051/e3sconf_201910301003,10.1051_e3sconf_201910301003.pdf,included,"grobid: 5 sections, 9 captions",25
10.1051/e3sconf_202128508004,10.1051_e3sconf_202128508004.pdf,included,"grobid: 7 sections, 7 captions",25
10.1051/matecconf_20166206004,10.1051_matecconf_20166206004.pdf,included,"grobid: 5 sections, 10 captions",25
10.1061/_asce_gt.1943-5606.0002522,10.1061__asce_gt.1943-5606.0002522.pdf,included,"grobid: 15 sections, 22 captions",73
10.1061/_asce_hy.1943-7900.0001443,10.1061__asce_hy.1943-7900.0001443.pdf,included,"grobid: 7 sections, 11 captions",60
10.1080/00063657.2024.2305169,10.1080_00063657.2024.2305169.pdf,included,"grobid: 22 sections, 3 captions",73
10.1080/01431161.2026.2612908,10.1080_01431161.2026.2612908.pdf,included,"grobid: 11 sections, 16 captions",64
10.1080/1064119x.2016.1255687,10.1080_1064119x.2016.1255687.pdf,included,"grobid: 23 sections, 27 captions",72
10.1080/17451000801947043,10.1080_17451000801947043.pdf,included,"grobid: 11 sections, 5 captions",42
10.1088/1742-6596_1222_1_012009,10.1088_1742-6596_1222_1_012009.pdf,included,"grobid: 6 sections, 7 captions",23
10.1088/1742-6596_1356_1_012012,10.1088_1742-6596_1356_1_012012.pdf,included,"grobid: 14 sections, 10 captions",39
10.1088/1742-6596_2626_1_012039,10.1088_1742-6596_2626_1_012039.pdf,included,"grobid: 10 sections, 8 captions",43
10.1088/1742-6596_2767_4_042014,10.1088_1742-6596_2767_4_042014.pdf,included,"grobid: 13 sections, 7 captions",39
10.1088/1742-6596_2767_6_062013,10.1088_1742-6596_2767_6_062013.pdf,included,"grobid: 6 sections, 9 captions",42
10.1088/1742-6596_2767_6_062020,10.1088_1742-6596_2767_6_062020.pdf,included,"grobid: 8 sections, 9 captions",43
10.1088/1742-6596_2767_6_062022,10.1088_1742-6596_2767_6_062022.pdf,included,"grobid: 5 sections, 7 captions",33
10.1088/1742-6596_2875_1_012012,10.1088_1742-6596_2875_1_012012.pdf,included,"grobid: 9 sections, 7 captions",34
10.1088/1742-6596_2875_1_012018,10.1088_1742-6596_2875_1_012018.pdf,included,"grobid: 12 sections, 8 captions",44
10.1088/1748-9326_7_4_045101,10.1088_1748-9326_7_4_045101.pdf,included,"grobid: 11 sections, 9 captions",56
10.1088/1748-9326_aaea0b,10.1088_1748-9326_aaea0b.pdf,included,"grobid: 11 sections, 10 captions",47
10.1093/icesjms_fsaa133,10.1093_icesjms_fsaa133.pdf,included,"grobid: 13 sections, 8 captions",61
10.1093/icesjms_fsaa207,10.1093_icesjms_fsaa207.pdf,included,"grobid: 14 sections, 8 captions",62
10.1093/icesjms_fsac026,10.1093_icesjms_fsac026.pdf,included,"grobid: 17 sections, 22 captions",81
10.1093/icesjms_fsac107,10.1093_icesjms_fsac107.pdf,included,"grobid: 12 sections, 7 captions",50
10.1093/icesjms_fsad043,10.1093_icesjms_fsad043.pdf,included,"grobid: 20 sections, 16 captions",70
10.1093/icesjms_fsad150,10.1093_icesjms_fsad150.pdf,included,"grobid: 11 sections, 6 captions",53
10.1093/icesjms_fsad179,10.1093_icesjms_fsad179.pdf,included,"grobid: 14 sections, 6 captions",65
10.1093/icesjms_fsad194,10.1093_icesjms_fsad194.pdf,included,"grobid: 9 sections, 4 captions",59
10.1093/icesjms_fsaf153,10.1093_icesjms_fsaf153.pdf,included,"grobid: 23 sections, 16 captions",78
10.1093/icesjms_fsu215,10.1093_icesjms_fsu215.pdf,included,"grobid: 17 sections, 15 captions",82
10.1093/icesjms_fsv003,10.1093_icesjms_fsv003.pdf,included,"grobid: 15 sections, 6 captions",62
10.1093/icesjms_fsy006,10.1093_icesjms_fsy006.pdf,included,"grobid: 13 sections, 8 captions",55
10.1093/icesjms_fsz018,10.1093_icesjms_fsz018.pdf,included,"grobid: 13 sections, 5 captions",81
10.1093/icesjms_fsz050,10.1093_icesjms_fsz050.pdf,included,"grobid: 18 sections, 6 captions",55
10.1093/icesjms_fsz199,10.1093_icesjms_fsz199.pdf,included,"grobid: 8 sections, 8 captions",41
10.1098/rsos.190335,10.1098_rsos.190335.pdf,included,"grobid: 6 sections, 8 captions",55
10.1098/rsos.240339,10.1098_rsos.240339.pdf,included,"grobid: 14 sections, 7 captions",55
10.1103/physrevfluids.9.103802,10.1103_physrevfluids.9.103802.pdf,included,"grobid: 21 sections, 13 captions",63
10.1109/eem58374.2023.10161875,10.1109_eem58374.2023.10161875.pdf,included,"grobid: 11 sections, 7 captions",36
10.1109/eucnc_6gsummit63408.2025.11037210,10.1109_eucnc_6gsummit63408.2025.11037210.pdf,included,"grobid: 11 sections, 6 captions",38
10.1109/igarss39084.2020.9324044,10.1109_igarss39084.2020.9324044.pdf,included,"grobid: 6 sections, 4 captions",16
